Metacritic,RecommendationCount,SteamSpyOwners
0,0,535
0,0,41968
0,0,6636
0,0,24392
0,151,24392
0,555,58647
0,894,201410
0,0,1614
0,0,0
0,249,163208
0,0,1255
0,0,0
0,0,2690
0,0,6636
0,0,1614
56,0,1614
0,0,1435
0,0,0
0,0,0
0,124,66180
0,0,2511
0,283,90751
0,0,2332
0,0,11478
0,0,803
0,0,14527
0,0,2690
0,702,140789
0,0,3408
0,0,1614
0,0,1793
0,0,0
0,0,66718
0,0,538
0,0,533
84,0,12734
0,0,19549
0,0,897
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,717
0,0,8250
0,0,1973
0,0,0
0,0,1255
0,538,15783
0,0,5739
0,0,4484
0,0,0
0,0,0
0,0,0
0,0,2152
0,0,11120
0,0,535
0,0,538
0,0,1347
0,0,4663
0,0,0
0,0,1973
0,0,0
0,0,59544
0,0,0
0,0,539
0,486,140251
0,0,539
0,0,538
0,0,19011
0,0,14527
0,0,1614
0,0,49321
0,312,112632
0,0,0
0,0,0
0,0,0
0,0,808
0,0,5919
0,0,2690
0,0,7174
0,0,5739
0,315,4484
0,0,70126
0,0,4484
0,0,12196
0,0,4484
0,0,47169
0,0,897
0,147,65821
0,101,100794
0,0,0
0,0,115680
0,115,118729
0,209,122854
0,0,115142
0,0,19370
0,0,535
0,0,539
0,0,0
0,0,23136
0,404,110659
0,0,36946
0,0,3587
0,0,1255
0,126,10402
0,0,0
0,0,0
0,0,7712
0,140,69408
0,0,55957
0,0,22419
0,0,4304
65,0,0
0,0,1077
0,0,0
77,1154,178991
0,0,535
0,0,4663
0,131,9506
0,0,6815
0,0,0
0,0,533
0,0,18832
62,0,88957
0,0,0
0,0,897
0,0,3408
0,0,6815
0,0,0
0,244,119985
0,1826,1743816
0,0,5739
0,0,7353
0,163,6457
0,0,0
0,0,10582
0,0,0
0,0,75865
0,0,0
0,0,108148
0,0,0
0,112,3587
0,0,5919
0,0,7712
0,116,11120
0,0,717
0,0,538
0,0,3766
0,109,38201
0,0,5739
0,0,19728
0,0,4663
0,0,4304
0,0,8609
0,0,1255
0,0,8609
0,0,3228
0,0,1973
0,0,0
0,120,71381
0,0,5201
70,526,45734
0,0,538
0,0,0
0,0,45196
0,249,26185
0,194,87881
0,0,3228
0,0,0
0,0,4304
0,0,4842
0,0,13631
0,0,22777
0,0,0
0,0,1793
0,0,0
0,0,23853
0,0,22598
0,0,0
0,0,1793
0,0,2152
0,0,41788
0,0,40174
0,0,1255
0,0,2152
0,0,803
0,0,897
0,0,6636
58,0,0
0,431,185089
0,0,0
0,0,2152
0,0,22419
0,0,0
0,0,25826
0,0,0
0,0,535
0,0,0
0,0,7174
0,147,4484
0,0,0
0,0,1793
0,0,0
0,0,897
0,0,4125
0,0,1255
0,0,20805
0,0,5919
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,123,41071
0,0,0
0,132,14527
0,0,717
0,105,67615
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,423086
0,0,424700
0,0,6995
0,903,256649
0,0,1255
0,0,11299
0,0,28696
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,539
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,1077
0,150,6815
0,0,2332
0,0,9864
0,101,7353
0,407,14707
0,0,539
0,0,0
0,472,86985
0,102,85550
0,116,4484
0,0,12913
0,0,1435
0,0,8071
0,0,0
0,0,0
0,0,1255
0,121,81245
0,0,35870
0,0,897
0,0,0
0,0,533
0,0,533
0,141,19908
0,0,41430
0,0,1255
0,0,897
0,0,4125
0,0,7174
0,798,50577
0,0,7533
0,0,28696
0,0,3408
0,0,7712
0,0,15603
0,0,20805
0,0,1070
0,0,12016
0,0,7712
0,0,7533
0,0,1077
0,0,1793
0,0,0
0,0,1793
0,0,2690
0,0,7533
0,0,13989
0,0,9147
0,0,4842
0,0,535
0,0,41609
0,0,12913
0,0,34794
0,0,0
0,0,6098
0,101,5380
40,101,13272
0,0,2690
0,703,17038
0,0,3228
0,0,803
0,0,12016
0,0,3408
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,22419
0,0,3766
0,0,0
0,0,803
0,0,0
0,106,125365
0,0,897
0,138,95414
0,0,2690
0,0,11299
0,0,0
0,0,13451
0,0,1070
0,0,533
0,0,2870
0,0,3587
0,0,3946
0,0,0
0,129,9326
0,0,0
0,140,23495
0,0,5022
0,279,127159
0,0,897
0,0,0
0,0,8429
0,0,535
0,0,12734
0,0,0
0,0,13093
0,349,160159
0,0,52729
0,0,8788
0,0,2332
0,0,12734
0,0,533
0,0,3408
0,131,7533
0,0,1338
0,0,18294
0,0,20446
0,0,24212
0,0,5560
0,0,0
0,0,10223
0,0,0
0,0,0
0,0,2152
0,0,2332
0,0,535
0,0,1793
0,0,14707
0,0,29951
0,147,99360
0,0,897
0,361,27979
0,204,15603
0,0,3587
0,0,0
0,0,1614
0,0,0
0,0,4125
0,0,533
0,0,539
0,0,2152
0,0,3766
0,0,717
0,109,4484
0,0,0
0,0,1255
0,0,3049
0,31397,0
0,31397,0
0,31397,0
0,31397,0
0,0,1973
0,0,0
0,0,35511
0,0,1255
0,0,0
0,0,897
0,0,0
0,0,533
0,0,0
0,0,4304
0,0,0
0,103,167333
0,198,10223
0,0,0
0,0,539
0,253,31207
0,0,2152
0,0,6277
0,0,12734
0,0,1077
0,0,8250
0,0,2870
0,0,539
0,0,0
0,0,5791198
0,0,18294
0,0,18473
0,0,0
0,0,0
0,0,1347
0,0,4125
0,0,5201
0,156,54702
0,0,0
0,0,6457
0,0,0
0,259,13093
0,0,0
0,0,0
0,0,6277
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,108,20625
0,0,6277
0,0,5380
0,0,2152
0,0,11658
0,0,717
0,0,3587
0,0,1973
0,111,13810
0,0,3766
0,0,1076
0,0,535
0,0,533
0,115,46810
0,0,3946
0,0,0
0,0,0
0,887,216296
0,0,11478
0,118,47348
0,0,0
0,0,1616
0,0,897
0,0,0
0,0,86088
0,0,21881
0,0,24930
0,0,23853
0,0,897
0,0,717
0,0,1076
0,140,5201
0,0,533
0,0,21701
0,0,0
0,0,24033
0,0,0
0,0,3049
0,0,32104
0,0,26364
0,0,1077
0,0,28696
0,0,0
0,0,10761
0,0,0
0,0,1077
45,0,1255
0,0,36408
0,0,803
0,0,533
0,0,6815
0,0,1973
0,0,8429
0,0,3408
0,0,1873
0,0,5201
0,0,1076
0,0,0
0,0,4663
0,141,7712
0,0,0
0,0,4663
0,233,100436
0,0,1793
0,0,0
0,0,808
0,0,0
0,0,0
0,0,1255
0,0,538
0,0,0
0,0,0
0,0,0
0,0,538
0,0,332514
0,487,147784
0,0,717
0,0,23853
0,0,539
0,0,0
0,142,40533
0,0,0
0,0,2870
0,0,0
0,0,13451
0,0,533
0,0,2690
0,0,21343
0,0,9864
0,0,4842
0,0,8609
0,0,52370
0,0,0
0,0,0
0,0,0
0,0,0
0,0,533
0,0,1077
0,0,5201
0,116,8609
0,0,0
0,0,0
0,0,20446
0,0,0
0,0,539
0,0,1973
0,0,0
0,0,0
0,0,0
0,0,0
0,0,1793
0,0,1076
0,0,1076
0,0,1435
0,0,0
0,0,0
0,0,7891
0,0,0
0,0,0
0,0,71381
0,0,0
0,0,0
0,109,8967
0,0,2690
0,0,0
0,0,533
0,0,0
0,0,0
0,0,1076
0,0,6815
0,0,27979
0,0,0
0,0,6457
0,102,17038
0,0,0
0,0,0
0,0,2511
0,0,0
0,0,1338
0,0,0
0,0,0
0,109,17218
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,535
0,0,0
0,0,717
0,0,43582
0,0,0
0,0,0
0,0,0
0,165,12196
0,0,533
0,2384,87702
0,0,0
0,721,304356
0,0,6995
0,0,2690
0,0,0
0,0,0
0,0,0
0,0,539
0,0,21701
0,0,0
0,536,26006
0,105,6457
0,0,5022
0,735,259340
0,0,3766
0,0,808
0,0,3049
0,0,0
0,0,1435
50,0,0
0,0,1255
0,0,0
0,568,47886
0,0,0
0,0,0
0,0,539
0,0,19908
0,0,533
0,0,2511
0,0,717
0,0,14886
0,0,0
0,0,1614
0,0,1793
0,0,717
0,0,0
0,0,1435
0,0,2152
0,0,1614
0,0,0
0,228,18114
0,0,4842
0,0,6098
0,0,43403
0,0,0
0,0,0
0,0,6995
0,981,58827
0,0,1435
0,8475,363004
0,0,1255
0,0,535
0,0,1435
0,0,1070
0,0,0
0,0,897
0,0,11299
0,0,1067
0,0,18114
0,0,539
0,0,0
0,340,18473
0,0,0
0,0,17576
0,0,5919
0,0,1793
0,0,0
0,0,808
0,112,12375
80,0,42685
0,0,1614
0,141,13810
0,0,0
0,0,6277
0,0,0
0,0,1435
0,0,1793
0,0,0
0,0,1616
0,0,1076
0,0,6457
0,0,0
0,0,94876
0,0,808
0,0,0
0,0,2870
0,0,0
0,0,3228
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,110,70126
0,206,28158
0,109,56495
0,0,0
0,0,60800
0,0,19011
0,0,18114
0,0,19011
0,0,2870
0,2669,95414
0,0,6815
0,0,1973
0,232,9326
0,0,4484
0,0,0
0,0,3408
0,0,0
0,0,37484
0,0,0
0,0,2870
0,0,538
0,0,47528
0,0,2870
0,0,10940
0,0,0
0,0,5201
0,0,0
0,0,717
0,0,0
0,0,535
0,0,0
0,0,0
0,0,0
0,0,0
0,0,717
0,0,0
0,0,6636
0,0,0
0,0,0
0,0,0
0,0,2332
0,0,3946
0,1284,46810
0,0,3946
77,469,25288
0,0,32104
0,0,0
0,0,0
0,0,6457
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,897
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,1973
0,0,533
0,0,0
0,0,6815
0,0,6815
0,0,0
0,0,0
0,0,0
0,0,1435
0,0,0
0,0,0
0,0,47707
0,0,33359
0,0,11299
0,0,0
0,0,18114
0,0,18473
0,0,18294
0,0,23136
0,0,0
0,0,1067
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
81,0,58647
0,0,3228
0,0,539
0,0,0
0,0,0
0,0,717
0,0,4484
0,0,29593
0,0,0
0,0,533
0,0,1614
0,142,7533
0,0,40892
0,0,1435
0,0,1077
0,0,21701
0,0,0
0,0,31745
0,0,0
0,0,2152
0,0,1435
0,0,0
0,0,21163
0,0,2690
0,0,0
0,0,26185
0,0,8250
0,0,1973
0,172,8967
0,0,5380
0,0,14707
0,0,1076
0,0,533
0,0,4484
0,0,2870
0,0,0
0,0,7353
0,0,8609
0,0,1077
0,0,65821
0,0,67256
0,0,0
0,0,16321
0,0,533
0,0,13810
0,0,2152
0,0,0
0,0,1793
0,0,5560
0,0,0
0,0,1793
0,0,1793
0,0,0
0,0,803
0,0,51294
0,0,6636
0,0,7174
0,0,2870
0,0,7533
0,0,0
0,1035,408020
0,0,0
0,0,7174
0,0,5022
0,0,47348
0,159,12016
0,0,0
0,0,0
0,0,1435
0,0,13989
0,150,12734
0,0,10761
0,0,0
0,0,533
0,0,533
0,0,0
0,0,533
0,0,1255
0,0,535
0,0,1067
0,0,0
0,0,18473
0,0,803
0,0,0
0,0,535
0,340,24392
0,0,0
0,0,3946
0,0,1076
0,0,8429
0,0,8071
0,0,0
0,0,0
0,0,1435
0,0,6995
0,0,6098
0,0,3228
0,0,2152
0,0,0
0,0,3587
0,0,1973
0,0,53984
0,0,4663
0,0,5022
0,0,7712
0,0,717
0,0,1435
0,0,0
0,0,2511
0,0,717
0,0,2332
0,0,533
0,0,533
0,0,0
0,0,463798
0,102,8788
0,0,897
0,0,0
0,0,69050
0,0,0
0,0,0
0,0,1973
0,0,30310
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,2870
0,274,7891
0,0,8250
0,0,1255
0,0,0
0,0,0
0,0,1255
0,0,48604
0,0,0
0,0,0
0,0,23136
0,0,0
0,0,717
0,0,0
0,0,27082
0,0,0
0,0,0
0,0,6098
0,0,0
0,0,0
0,0,12734
0,0,0
0,930,246068
0,0,0
0,0,0
0,0,20446
0,0,717
0,0,0
0,0,1973
0,0,0
0,0,6995
0,0,184192
0,0,5380
0,0,1793
0,0,0
0,0,0
0,0,1338
0,0,4663
0,0,0
0,0,1255
0,0,0
0,0,1435
0,0,5560
0,0,897
0,0,20267
0,0,0
0,0,1255
0,0,8609
0,233,12016
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,3228
0,0,23315
0,0,22598
0,0,897
0,0,7353
0,0,0
0,0,535
0,0,1435
0,0,0
0,0,0
0,0,5201
0,0,13272
0,0,0
0,0,3587
0,367,18832
0,0,0
0,0,54702
0,0,0
0,0,0
0,0,1076
0,0,8071
0,0,0
0,0,0
0,0,0
0,0,0
0,0,7174
0,0,897
0,0,0
0,0,717
0,0,18114
0,0,0
0,0,1067
0,0,897
0,0,1435
0,0,39098
0,0,5022
0,0,27799
0,0,0
0,0,897
0,0,0
0,0,533
0,0,0
0,0,897
0,0,0
0,0,535
0,0,6098
0,0,0
0,0,0
0,0,0
0,150,35332
0,0,533
0,0,22957
0,0,4842
0,0,2332
0,0,5380
0,0,1067
0,688,223290
0,0,808
0,0,0
0,0,0
0,0,0
0,0,0
0,0,4125
0,0,538
0,0,0
0,0,0
0,0,0
0,0,1076
0,0,533
0,0,6457
0,0,67256
0,260,71919
0,0,0
0,0,533
0,0,0
0,0,23136
0,0,0
0,0,17218
0,0,0
0,0,533
0,0,1255
0,0,897
0,0,533
0,0,0
0,0,1873
0,0,0
0,0,0
0,0,533
0,0,2152
0,0,1435
0,0,0
0,0,0
0,0,533
0,0,2870
0,0,9506
0,0,22239
0,0,808
0,0,0
0,0,0
0,0,535
0,0,1255
0,0,533
0,0,533
0,0,6457
0,0,0
0,0,808
0,0,0
0,0,1793
0,0,717
0,0,0
0,0,5022
0,0,3587
0,0,0
0,0,0
0,0,3049
0,0,6995
0,0,0
0,0,1076
0,0,76941
0,0,20984
0,0,0
0,0,0
0,0,0
0,0,0
0,0,12016
0,763,375737
0,0,5022
0,0,0
0,0,1605
0,0,0
0,0,20267
0,0,10582
0,0,22419
0,0,6636
0,0,0
0,0,13451
0,0,0
0,0,196567
0,0,0
0,0,0
0,0,0
0,0,25647
0,0,0
0,0,19011
0,777,8609
0,0,0
0,0,0
0,0,0
0,0,533
0,0,7353
0,0,7712
0,0,2511
0,0,97566
0,0,8250
0,0,0
0,0,7712
0,0,8609
0,0,7174
0,0,0
0,0,803
0,0,4304
0,0,1255
0,0,897
0,0,0
0,0,0
0,0,0
0,0,6457
0,0,1435
0,0,5919
0,0,1435
0,0,5919
0,0,3408
0,0,0
0,0,0
0,0,897
0,0,1070
0,0,1338
0,0,0
0,0,5560
0,0,8788
0,0,2690
0,0,1255
0,0,0
0,0,1435
0,0,18114
0,0,17397
0,0,18294
0,0,1338
0,0,0
0,0,0
0,0,803
0,0,538
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,6277
0,0,6457
0,0,0
0,0,0
0,0,49321
0,0,533
0,0,0
0,0,16859
0,0,6815
0,0,9506
0,0,533
0,0,0
0,0,11120
0,0,0
0,0,5560
0,0,0
0,0,41430
0,0,0
0,0,0
0,0,1067
0,0,30489
0,0,0
0,0,0
0,0,4304
0,0,2511
0,0,4842
0,0,803
0,0,19728
0,0,0
0,0,0
0,0,0
0,0,0
0,0,4125
0,0,539
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,5919
0,0,539
0,0,3766
0,0,10402
0,0,717
0,0,5739
0,0,0
0,0,17756
0,0,539
0,0,0
0,0,1793
0,0,6457
0,0,2152
0,0,9147
0,0,4663
0,0,0
0,0,20805
0,0,0
0,0,538
79,575,29055
0,0,0
0,0,48245
74,0,46093
0,0,0
0,237,35332
0,0,533
0,0,535
0,0,0
0,0,6098
0,0,0
0,0,25288
0,0,4842
0,0,0
0,0,0
0,0,539
0,0,0
0,0,8788
0,0,2332
0,0,9864
0,0,0
0,0,5739
0,0,4484
0,415,153165
0,0,808
0,0,22060
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,3946
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,1070
0,0,538
0,0,535
0,0,717
0,0,533
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,3228
0,0,0
0,0,717
0,0,1614
0,141,83398
0,0,5919
0,0,0
0,0,717
0,0,0
0,0,19370
0,0,2870
0,0,4663
0,0,22957
0,0,717
0,265,130925
0,0,15065
0,0,0
0,0,0
0,0,5739
0,0,5739
0,0,4304
0,0,0
0,0,5201
0,0,1435
0,0,3587
0,0,2332
0,0,0
0,0,8250
0,0,535
0,0,533
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,1076
0,0,0
0,0,15245
0,0,803
0,0,4842
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,4484
0,0,13631
0,0,19190
0,0,3766
0,0,0
0,0,0
0,0,7533
0,0,0
0,0,539
0,0,20446
0,0,0
0,0,4663
0,0,0
0,0,19370
0,0,717
0,0,0
0,0,1973
0,0,0
0,0,0
0,0,9506
0,0,6277
0,0,0
0,0,0
0,0,0
0,0,533
0,0,1973
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,717
0,0,0
0,0,533
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,533
0,0,0
0,0,20446
0,0,0
0,0,4125
0,0,58109
0,0,18294
0,0,0
0,0,29055
0,0,13451
0,0,1973
0,0,533
0,0,0
0,0,4304
0,0,533
0,0,5201
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,1067
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,22598
74,0,4484
0,0,0
0,0,0
0,0,0
0,0,1886
0,0,0
0,0,5919
68,0,5201
0,0,1793
0,363,38022
0,0,0
0,1663,153165
0,0,0
0,0,1973
0,0,13631
0,0,0
0,0,3049
0,0,127697
0,3271,3635775
0,495,3219325
0,0,0
0,0,897
0,0,31386
0,0,0
0,108,5201
0,0,0
0,0,22239
0,0,0
0,587,28875
0,0,0
0,0,9326
0,0,0
0,0,40174
0,0,0
0,0,3587
0,0,2152
0,0,0
0,16029,5979874
0,0,0
0,0,30131
0,0,1614
0,0,0
0,0,0
0,0,0
0,0,41250
0,0,0
69,1057,92724
0,0,0
0,0,0
0,0,7891
0,0,1067
0,0,717
0,0,0
0,0,897
0,0,9685
0,854,97387
0,0,3587
0,0,3408
0,0,44837
0,0,1076
0,0,1255
0,0,1435
0,0,0
0,0,808
0,0,18832
0,0,1338
0,0,0
0,0,0
0,0,40174
0,0,19190
0,0,22777
0,0,2675
0,0,0
0,0,1973
0,0,36229
0,0,0
0,0,2511
0,0,717
0,0,7533
0,0,11658
0,0,0
0,0,897
0,0,0
0,0,1435
0,0,2152
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,808
0,0,0
0,0,0
0,0,0
0,0,2943
0,0,0
0,0,0
0,0,0
0,0,0
0,0,11837
0,0,36946
0,0,1614
0,0,897
0,0,539
0,0,0
0,0,1435
0,0,533
0,0,2870
0,0,16141
0,0,62593
0,0,0
0,0,2152
0,0,5560
0,135,217551
0,0,533
0,0,0
0,0,10223
0,0,5022
0,0,0
0,0,4663
0,0,4125
0,0,15245
0,0,0
0,0,535
0,0,0
0,0,20625
0,0,4484
0,0,0
0,0,14348
0,0,533
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,45017
0,183,10402
0,0,4842
0,0,0
0,0,0
0,0,0
0,0,539
0,0,2332
0,0,0
0,0,0
0,0,1793
0,0,14527
0,0,0
0,0,539
0,0,0
0,0,0
0,0,0
0,0,0
0,0,1435
0,0,0
0,0,6636
0,0,0
0,0,533
0,0,0
0,0,0
0,0,0
0,0,2152
0,770,184730
0,0,0
0,0,897
0,0,5380
0,0,23495
0,0,0
0,0,10044
0,0,0
0,0,0
0,0,897
0,0,0
0,0,0
0,0,1435
0,0,1076
0,0,1076
0,0,0
0,0,1255
0,0,78376
0,0,107251
0,0,0
0,0,16859
0,0,0
0,0,533
0,0,0
0,0,0
0,0,17218
0,0,2152
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,7533
0,0,717
0,0,15065
0,0,4125
0,0,13989
0,0,0
0,0,535
0,0,3766
0,0,533
0,0,1347
0,0,0
0,0,0
0,0,0
0,0,5919
0,0,2870
0,0,2332
0,0,539
0,0,4663
0,0,0
0,0,4125
0,0,11837
0,0,5201
0,0,0
0,0,0
0,0,0
0,0,0
0,0,803
0,0,803
0,0,0
0,0,0
0,0,3946
0,0,0
0,0,717
0,0,10044
0,0,19190
0,0,533
0,0,10223
0,0,14169
0,0,0
0,0,0
0,0,0
0,0,0
0,0,1076
0,0,808
0,0,0
0,0,535
0,0,1076
0,0,5739
0,0,0
0,0,31207
0,0,93620
0,0,0
0,0,717
0,0,0
0,0,0
0,0,1255
0,0,0
0,0,0
0,0,8250
0,0,0
0,0,533
0,0,4125
0,0,5022
0,0,0
0,0,14527
0,0,0
0,146,13272
0,0,4842
0,0,0
0,0,3766
0,0,1255
0,0,18114
0,0,0
0,0,0
0,0,1614
0,0,17756
0,0,5380
0,0,0
0,0,100794
0,0,533
0,0,19190
0,0,1973
0,0,0
0,0,3587
0,0,0
0,0,0
0,0,533
0,0,0
0,0,0
0,0,0
0,0,0
0,0,533
0,0,6457
0,0,35511
0,0,16141
0,0,257546
0,0,1793
0,0,533
0,0,4484
0,0,717
0,0,2152
0,0,5380
0,0,0
0,0,11837
0,0,0
0,0,717
0,0,0
0,0,2690
0,0,1076
94,7201,1363057
0,0,1347
0,0,1614
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
61,13524,390265
0,0,0
0,0,803
