Metacritic,RecommendationCount,SteamSpyOwners
86,636,72457
74,2104,143480
80,11878,813709
67,0,43223
0,1166,341840
0,541,174507
0,0,1435
0,5998,1779865
39,5511,1230518
0,0,9147
0,0,0
0,179,29593
0,0,2870
0,350,17756
0,0,0
0,320,35332
59,1374,274226
0,178,21163
61,1843,261671
71,9920,900694
0,0,2511
0,0,17576
0,0,13451
0,0,13451
0,0,14886
0,0,5919
0,0,75147
0,192,56674
0,0,32104
0,0,7533
82,563,35870
72,139,17397
64,0,11478
0,0,0
0,0,1973
0,129,25288
0,0,13451
0,0,12375
0,0,5919
0,0,18473
0,422,34973
0,369,224366
0,181,24033
72,9150,2169951
0,0,0
0,237,129490
0,0,27082
0,4691,664132
68,377,31386
0,245,41968
0,309,24392
0,0,13631
0,195,19728
0,349,19370
57,905,56674
0,855,147067
0,8743,441200
0,151,35870
0,0,6815
0,0,12016
0,0,17756
0,0,53626
0,857,550245
63,606,122137
0,2754,577864
0,0,0
0,0,9147
0,420,104920
0,0,0
0,0,20446
0,450,90930
0,127,30131
73,196,24033
0,0,17397
0,2242,94517
0,0,4484
0,0,9147
0,115,167871
87,2557,663414
0,835,203741
78,302,201410
0,6993,0
68,184,9864
0,0,538
0,0,2152
0,0,12913
73,0,11299
65,0,3766
0,0,5739
0,0,3587
0,377,391161
0,0,18473
0,543,145453
0,257,21881
0,625,97387
0,432,87523
0,115,41968
0,0,897
0,0,1973
0,166,6815
0,257,19908
0,0,19728
0,0,5560
0,0,22239
0,569,97566
0,0,2332
0,71023,11319470
0,112,53446
68,173,19011
0,278,9685
72,3962,433847
75,316,23315
77,0,31207
0,0,40892
0,257,211633
0,140,164643
0,0,4484
0,118,17935
0,835,257367
0,0,7891
0,0,6277
0,423,24930
66,4481,488010
0,0,4663
0,0,1616
71,739,202306
0,0,8071
0,0,22239
55,421,117653
0,221,284269
61,712,293775
0,0,23315
0,0,32642
0,146,32642
0,0,51294
66,0,24930
0,0,37125
0,0,42865
63,0,31745
0,321,45017
0,592,64745
0,0,34256
0,1596,130028
0,0,1076
0,138,31924
0,0,11658
0,0,38919
0,0,44658
0,0,41430
0,0,39995
0,0,39098
0,2898,899438
0,0,26544
0,0,10582
0,0,29413
0,0,12913
0,0,9685
61,9524,699643
0,0,7891
0,454,46631
0,1200,78376
0,0,27440
0,1425,117115
0,335,36587
66,724,75506
0,0,19370
0,0,16500
0,466,40712
0,0,5022
0,19051,3533904
0,0,5560
0,0,3049
0,0,3049
0,0,18652
0,0,3228
0,9270,311172
49,0,21881
0,141,6995
0,0,2332
66,0,23136
0,7312,660186
0,0,17397
75,323,38381
0,0,62234
0,130,23853
0,0,3408
72,127,19370
0,128,15603
0,0,22239
0,111,39098
0,0,7353
0,0,717
0,328,72816
68,439,123034
0,0,7712
0,0,3228
0,146,28337
0,0,12913
0,0,14707
0,0,8071
0,0,5380
0,0,11299
80,3906,1111071
0,40879,7174342
0,0,7353
0,141,13451
0,0,2511
82,4024,266513
0,140,23315
0,218,42685
0,859,137023
88,5625,220779
63,252,36229
0,125,61696
0,0,533
0,0,3587
0,163,13989
81,3120,416988
0,296,40354
0,0,0
67,2326,160877
0,0,3946
0,0,3587
0,0,0
0,141,10940
0,222301,27025292
0,259,10761
0,0,0
0,0,10223
83,815,258084
0,265,49500
0,3136,532130
0,0,418961
59,624,46452
0,0,21343
0,0,6457
0,0,17218
0,0,17218
0,0,17935
0,0,4304
0,17660,846351
0,384,90213
0,0,11478
0,0,0
0,0,47348
0,101,28337
0,0,6277
0,0,10223
0,0,10402
0,0,5022
0,0,14707
0,234,50039
0,262,17756
0,559,11478
0,260,35153
0,0,1973
0,1840,150833
0,1374,367308
0,9775,929210
0,176,13810
0,0,21881
0,0,94159
0,0,1435
0,530,314938
69,0,8071
0,0,29055
50,0,17935
0,0,0
0,0,8967
68,200,23315
0,0,13810
0,105,14886
78,0,5739
84,1922,298617
0,335,22419
0,229,91110
0,166,16141
78,774,58647
0,2417,785910
0,0,128594
0,0,29234
0,142,24930
0,0,2332
0,2077,56495
0,726,278351
0,205,44837
0,0,0
0,187,18473
0,468,109403
0,0,12913
0,0,15962
65,1446,132181
0,0,19908
0,1931,652653
0,182,44479
0,379,133615
0,0,4842
0,0,10044
0,0,4304
68,124,19011
82,318,99539
80,181,75506
0,0,39636
0,0,2870
0,308,52011
73,905,84115
0,4540,481195
0,160,66718
0,0,31207
76,15561,690137
0,767,0
0,4200,485499
0,0,29234
0,0,30848
0,0,31566
74,752,48066
0,0,16500
0,0,38560
0,140,114784
57,356,85191
0,0,1605
0,0,2690
0,211,12554
0,0,897
62,239,12554
0,0,12196
0,0,18473
0,0,10582
0,0,13631
0,0,0
76,1990,150295
0,0,12913
0,159,54522
0,0,8250
0,0,1793
0,360,165898
0,0,533
0,322,64925
0,0,67256
68,4183,262926
0,193,23853
0,940,64387
0,6748,1141201
0,6505,2111662
0,0,5739
0,0,131643
0,0,5560
63,1268,62414
74,103,14527
77,761,117653
86,9349,402640
0,0,1076
0,262,33538
62,128,46272
0,101,4663
0,754,104381
70,0,66897
0,0,2690
0,251,45734
69,0,3228
0,515,50577
74,6575,219165
0,0,8967
0,0,3946
66,215,6277
63,109,10582
0,0,11837
70,0,21881
63,0,6098
0,293,15065
0,225,14527
0,0,8967
0,430,34614
0,44348,1378660
78,785,21343
0,254,69050
0,0,803
0,0,803
0,2601,87343
80,7709,740714
0,538,69408
70,602,238535
0,0,5201
74,1966,203741
0,0,15603
84,5968,484065
0,219,208763
0,217,15245
0,3814,175404
0,201,61517
0,222,9506
0,0,27082
0,0,5380
0,0,17756
0,0,123034
0,583,64745
0,0,24930
0,0,4484
0,0,533
0,0,10223
0,294,15962
0,0,1076
0,0,21701
0,896,303639
0,0,3766
0,771,23674
0,0,10582
0,151,15783
0,0,897
0,0,5201
0,1030,294671
0,111,17397
0,0,8788
0,110,8967
71,0,7353
68,379,30489
0,0,897
0,0,2511
0,0,6815
0,101,4663
64,0,6098
81,371,124110
56,0,5919
0,0,0
82,5996,326416
0,242,46093
0,0,32642
0,936,215399
0,184,46631
0,198,99360
0,0,2511
0,0,97746
0,0,17397
0,642,150833
72,836,65104
0,159,49321
0,1208,188138
0,112,5201
0,0,2332
0,0,59723
0,0,2332
0,143,6098
0,11834,2758217
47,1501,108686
0,1689,141148
0,201,32283
68,391,94697
0,15759,739817
68,130,49142
0,134,30848
64,8388,648887
0,0,2690
0,0,1793
0,110,5739
0,0,2870
0,7629,319242
0,0,26006
0,199,68512
0,0,8967
0,266,69229
75,268,76762
0,216,16141
0,138,6636
68,994,100615
0,266,65642
0,0,7174
0,1641,307405
0,2190,552576
0,7063,307764
64,0,15603
0,0,21343
75,0,7533
0,0,1347
0,137,23315
0,848,479043
0,535,205176
0,3414,412145
0,307,48962
0,0,0
0,339,20267
0,0,9685
0,356,26185
0,5969,694800
78,158,18473
0,0,15962
0,0,16141
0,0,2870
0,779,29772
0,392,30848
0,560,143300
0,1263,578940
0,0,14348
0,0,8609
0,378,15962
0,0,1873
62,0,8071
0,0,0
0,0,5560
0,0,6815
0,233,12016
80,1251,102229
0,1091,346503
0,0,13989
0,0,12196
0,0,4842
0,0,21163
0,835,55419
0,0,0
0,0,24033
58,0,15783
59,0,23136
0,0,21163
87,1379,191904
0,1176,194236
51,1579,52191
0,0,0
0,0,1076
0,0,533
0,0,5919
57,424,55598
74,433,181681
0,0,1435
0,0,12734
0,731,216296
0,285,23674
0,0,17576
0,104,18832
0,0,10402
0,0,16859
0,0,10940
0,0,1076
63,656,566207
0,125,28158
0,0,7891
0,0,9147
0,4173,532489
57,154,17038
0,0,8788
0,1845,96849
0,0,8071
0,0,36229
0,224,22957
0,543,43761
0,0,3049
0,0,26544
0,822,11120
0,147,17576
0,0,4663
0,0,9326
0,980,61158
0,103,19908
0,289,10940
0,169,8429
0,241,19370
0,143,44658
70,0,4663
0,0,16680
0,15930,2093010
0,0,3049
63,0,9685
0,0,18652
0,0,9326
0,0,27261
0,0,23136
0,0,21701
0,0,11658
0,0,6457
0,0,6457
0,6364,1732338
0,0,717
0,1142,47886
57,0,66180
0,269,45555
0,0,5560
0,0,0
0,0,0
0,0,27979
0,0,7353
0,983,36767
0,0,8609
0,131,6636
84,2330,587908
0,0,3049
0,0,59723
0,0,31566
55,126,13451
0,457,15424
0,0,11658
0,0,8250
0,0,23674
0,0,19011
0,212,51294
0,0,5919
0,0,4304
0,238,27440
0,512,277633
0,173,92006
0,0,76941
0,0,11837
0,151,46272
81,0,2870
55,0,3587
0,7554,1814838
0,0,44479
0,1200,341482
0,132,35153
0,3503,937819
0,882,34435
0,115,3946
0,0,5919
0,0,13451
72,493,59903
0,497,71560
0,0,23853
0,0,1614
72,794,85908
0,0,8788
81,0,0
0,0,9326
47,152,22239
0,0,5022
0,0,5201
71,1615,133257
0,174,9685
0,1142,72816
0,891,19908
0,1530,129849
72,560,54164
0,0,5919
0,0,1076
0,288,17218
0,0,6098
0,0,5560
0,3366,359955
0,0,8429
0,0,16859
0,777,54881
0,0,1076
0,124,19549
73,710,106175
0,0,5380
0,0,2152
0,0,0
0,186,12913
0,0,5022
0,0,15962
0,0,5560
0,147,12375
85,737,58289
0,0,6098
0,281,25826
61,0,8429
0,371,155137
0,0,9326
0,0,23315
0,297,27979
0,0,32104
0,224,18114
0,0,10761
0,192,65283
0,114,6098
0,0,3766
0,0,1435
76,140,45555
0,0,6457
80,275,104023
78,16575,871818
0,933,33180
0,321,53805
0,419,217192
0,59864,3446920
0,136,66180
58,283,29055
0,0,12016
0,0,15962
0,246,80887
0,0,0
0,3051,429901
77,362,68512
0,0,803
62,376,42865
0,0,3049
0,0,11478
0,0,5739
66,1144,127876
0,259,65463
0,1402,88061
68,3420,356368
0,0,9685
0,0,32104
0,718,40533
0,0,60082
0,0,1614
0,148,10402
66,0,33000
0,400,52370
0,340,176301
0,0,6995
0,0,6815
0,0,3228
0,0,7174
0,0,6457
0,515,20805
0,0,17397
57,637,50577
61,251,28158
0,0,5201
0,224,32821
86,4529,3542513
0,140,4842
0,0,2511
63,527,59544
0,350,190111
0,0,5380
0,694,106175
0,201,12554
0,361,14169
0,0,1077
0,0,1793
0,0,1614
0,2514,100436
0,0,2152
0,0,1793
0,622,170203
0,187,13272
0,0,2694
0,776,242839
0,0,3946
0,0,3408
0,104,31386
0,0,8788
0,0,5201
0,0,12554
54,0,1255
80,368,119088
0,180,8250
0,554,185089
0,166,7174
66,275,78914
0,0,4304
0,0,4304
0,133,83039
0,0,8250
0,315,58109
0,2121,95235
0,242,13810
0,0,717
0,0,10044
61,0,11837
0,805,38740
0,0,5739
0,27117,507021
83,335,26185
74,727,32821
0,346,71381
0,886,43582
83,36471,5347487
0,0,11299
0,0,0
53,0,1076
82,6264,288573
0,520,32821
0,0,10223
0,0,3946
0,0,10582
80,112,14348
0,0,1435
82,355,21522
0,0,0
0,1073,66180
0,0,0
0,273,60620
65,307,30489
72,1290,106892
49,3112,155137
0,0,3766
0,0,1793
59,103,30310
0,0,26902
0,0,12196
0,0,0
0,0,0
0,0,10761
61,1419,277095
0,759,43941
0,0,3587
0,0,7353
0,0,803
0,0,8429
0,0,15245
75,3217,407303
77,9834,3773336
79,719,101691
0,0,21343
0,0,5919
0,175,29951
0,11147,630593
0,311,14527
79,788,101871
0,475,33000
0,0,0
0,152,66539
0,0,3946
0,0,8788
70,0,2870
60,474,67435
0,112,10044
80,2307,201948
0,449,126262
0,2582,0
0,189,0
0,132,26544
0,1812,99180
0,0,18652
0,0,16680
0,190,17935
81,0,6636
83,620,32821
0,247,13989
0,111,13631
0,0,0
59,480,28517
0,0,2155
0,1150,67794
0,0,1076
0,0,8250
0,0,11837
0,0,26902
0,0,539
0,144,7712
0,411,14886
0,331,91648
0,123,32104
54,144,13451
72,380,46631
0,0,11658
0,0,6457
68,0,9864
0,0,24392
0,204,61338
0,0,21701
0,0,179350
0,2417,420216
68,0,12734
0,293,73354
0,0,14527
0,286,10223
0,0,10761
0,0,4125
0,116,71202
0,255,18652
0,0,0
0,0,17218
0,0,0
68,102,89854
0,439,38022
0,0,1435
0,0,11120
64,228,17935
61,2754,135050
80,10270,857470
0,178,13631
0,0,0
0,136,12554
0,161,17935
0,0,7533
0,0,13810
0,0,21881
0,0,8429
0,0,5919
0,0,1076
0,0,10582
0,0,80528
0,0,19011
0,401,20267
0,887,35332
0,1261,166974
0,743,101153
0,0,18832
0,278,18473
0,0,2870
61,1781,196567
0,0,4663
0,3663,554190
0,0,9685
0,1456,93620
86,0,1614
0,0,6457
0,0,20267
0,0,18294
55,490,62055
0,151,12734
0,0,52191
0,183,9506
0,238,61696
0,0,637050
0,0,34256
0,0,0
0,148,25109
79,681,56674
0,304,27440
0,1195,45196
0,1362,63490
0,346,160877
0,0,1973
0,0,10940
74,299,42147
0,232,21522
69,210,52191
0,0,16680
0,0,30489
0,0,28517
0,127,35511
66,4324,234769
0,168,7712
0,0,2870
0,0,1973
85,0,4125
68,541,100974
61,0,4842
70,0,3408
0,1068,297003
0,0,31566
75,489,25288
0,0,33180
84,219,31207
0,0,0
0,827,66539
70,314,12734
60,4066,486755
0,0,13989
0,0,15783
0,0,21522
0,0,17576
0,0,20625
0,0,3228
0,0,1973
0,0,0
0,516,297003
0,926,42327
0,337,44479
0,0,28517
0,303,10582
0,347,44479
0,0,14527
0,0,17756
0,0,4484
0,0,10402
0,0,21163
0,0,23136
0,313,60800
0,0,3228
0,0,2155
83,236,95055
0,0,1793
0,0,1886
0,0,2332
0,0,9506
0,105,3587
73,292,73713
0,0,7712
0,894,119985
0,0,7533
0,0,9506
0,0,5201
0,0,14169
0,0,9685
82,0,14527
0,0,18114
0,0,8609
59,347,46272
0,0,17038
0,0,111914
0,187,129490
0,0,1886
0,2041,185806
0,1845,300231
0,1427,110838
0,118,10044
0,169,15245
58,0,26006
0,0,40892
0,0,1435
0,0,18294
0,749,512222
0,1531,118729
0,923,117115
76,270,94517
0,0,6098
64,1639,144914
0,154,7174
0,0,8788
0,0,18294
0,0,22957
0,126,41071
0,0,14707
0,0,6457
0,105,9147
0,0,11120
0,234,168230
0,742,58109
0,572,38201
0,0,803
0,2173,220959
0,217,14886
0,0,2332
0,105,95414
0,0,2511
0,440,26185
0,0,8788
0,0,12734
0,0,897
0,0,6098
77,208,72099
0,124,3228
68,262,26364
0,880,173790
0,0,11658
80,744,64566
0,0,4842
0,0,15424
0,149,11658
0,136,16500
0,0,0
0,0,3766
0,346,60261
0,700,53984
0,0,533
0,0,8788
0,0,16500
0,0,18832
0,0,8967
0,0,5919
0,781,415732
0,114,8250
80,447,117295
0,9739,601000
0,7707,584321
0,0,538
0,148,39636
0,1451,382911
73,0,4842
68,0,6815
0,608,20984
0,0,717
0,131,19908
0,0,1435
0,151,37484
0,0,121240
0,108,12375
0,0,14348
0,1276,141866
0,0,5380
0,0,4484
0,16484,1075918
0,0,0
0,794,22777
0,0,3766
0,0,12196
0,0,11478
0,2660,179350
0,0,7533
0,171,61876
0,0,20087
0,510,162849
0,1404,419140
0,125,15065
0,0,4663
56,0,24750
0,0,103305
0,0,0
0,0,18832
0,0,9326
0,102,17038
0,0,6995
0,145,29234
0,2830,1153218
0,0,0
80,1497,93979
82,161,26364
0,0,3946
0,7753,466309
0,0,4304
0,152,76044
0,0,2675
0,0,5560
0,0,6995
0,142,7533
0,104,7712
0,403,62593
0,185,19190
0,5008,418064
0,0,6098
0,0,2152
0,588,37843
0,0,10223
0,0,3946
62,0,16321
0,0,1614
0,121,31566
0,0,1614
0,0,3228
0,125,14348
0,278,40174
62,8828,473662
0,0,4842
0,0,10044
0,0,1435
0,414,24571
0,0,1077
0,0,26364
0,0,1076
0,195,19370
0,130,63310
0,769,32821
0,0,4842
0,0,1076
0,324,14348
0,0,14169
0,0,2152
0,0,808
0,0,6995
0,0,1973
0,0,123751
68,0,22060
0,0,9506
0,0,2511
0,0,17756
65,0,0
0,8542,298079
0,322,17397
0,0,47169
0,0,12375
48,0,717
0,0,9326
0,319,76044
0,0,19370
79,102,7891
0,0,14348
0,145,15424
63,29390,5819535
0,3228,255753
70,0,21881
0,1485,69408
0,278,179170
0,1956,104740
55,352,154779
75,0,897
57,775,26544
85,0,3946
0,134,21163
0,121,9506
0,5686,441738
0,0,0
0,0,8429
0,0,2332
0,0,5022
0,0,28337
0,0,0
0,0,897
0,551,47707
0,0,5022
0,0,0
0,0,533
0,197,39816
0,0,13272
0,130,6457
0,263,30669
0,0,13989
0,0,2152
0,0,20625
0,0,5919
0,0,3049
0,0,2152
72,808,34614
0,0,8429
0,125,3766
0,161,4125
0,0,52729
0,0,1435
0,139,18473
0,0,8788
0,669,297720
0,208,24930
0,0,8071
0,0,14348
0,0,16500
0,7915,2079738
80,12479,950553
0,0,1614
0,0,27082
0,3935,1444482
0,0,1255
0,781,215399
0,0,0
0,0,10044
0,0,16321
0,0,8788
0,0,7533
0,0,1973
0,101,17935
78,3620,199975
0,0,17038
0,0,5201
0,0,1614
0,0,1435
0,339,30310
0,393,194415
0,202,15962
0,124,60800
0,0,1347
0,625,9864
0,0,24392
0,148,11120
0,0,0
0,0,2152
0,0,36946
0,0,4842
0,0,48783
0,0,8788
0,163,143838
0,188,19011
81,144,13093
0,0,20087
0,0,2870
0,0,14527
75,115,6457
0,107,8788
0,0,0
0,0,27799
0,0,897
0,0,535
0,0,10582
0,0,3228
0,0,14169
0,0,36049
0,132,14886
0,0,19370
69,282,68153
0,135,5380
0,850,385960
0,575,240866
0,0,2511
0,289,43044
0,0,6636
0,477,286780
0,0,1614
0,0,2152
0,0,18294
0,0,16321
0,0,9506
0,0,8609
0,0,4663
0,134,11478
0,0,1435
61,0,11837
82,9101,429004
0,114,16859
0,276,7712
0,0,28517
0,0,0
0,375,111735
0,0,42865
0,107,7533
0,0,6636
0,158,15783
0,0,6457
0,2766,136844
0,109,3049
0,0,25647
0,242,361031
0,201,76403
0,0,13631
74,0,9864
0,0,1793
0,171,81245
0,0,1077
0,0,6815
69,0,8071
0,0,1070
0,0,1435
0,0,2332
0,0,3049
0,156,6098
78,0,87343
0,104,8967
0,278,10940
0,0,30489
0,2516,802948
0,0,9685
0,0,3766
0,0,9685
0,779,242839
0,0,12554
0,0,0
0,294,135050
0,227,30848
0,0,0
0,0,0
0,0,0
0,0,539
0,0,6636
0,0,7174
0,0,8609
61,156,30131
0,1821,75327
0,2180,630234
0,163,19549
0,0,5380
0,0,3228
0,0,1347
0,289,80707
0,0,717
0,298,162132
0,829,42865
0,260,7533
0,0,33000
0,0,0
0,110,31924
0,1210,576430
0,0,94338
0,0,1614
0,0,1614
0,116,24392
0,129,44837
0,130,38381
0,132,96131
0,0,7712
0,0,0
70,0,1793
0,675,55060
0,0,3228
0,0,8250
0,149,8429
0,0,4125
0,0,3766
0,568,309557
0,226,29055
0,242,62772
70,256,35511
73,986,175942
0,120,12196
65,953,57033
0,0,12016
0,3883,1447531
0,212,33538
0,0,3946
0,1095,111914
0,1258,37663
0,1403,201948
0,152,6636
74,0,0
0,471,121599
0,0,2870
0,117,11299
0,0,0
0,0,803
0,0,8609
0,0,3408
0,104,16321
0,0,17397
0,1341,369998
0,5198,4012230
0,107,6815
68,0,10402
0,123,13451
0,0,0
0,185,43044
0,9827,473304
0,0,5380
0,0,0
70,0,12016
70,0,14886
0,0,14527
0,225,9506
76,142,15245
0,0,6098
0,1148,151909
0,335,110300
0,159,27979
0,0,7712
0,958,51832
69,1876,138637
0,261,200333
0,0,4484
0,111,24212
0,0,5919
0,149,4125
0,235,32283
0,0,3408
0,344,83218
0,238,83218
0,0,27979
0,0,8071
0,435,24033
0,322,151550
0,153,18832
0,0,0
0,0,1077
0,0,3228
0,0,535
0,0,533
0,0,6457
0,0,6277
0,727,172893
0,110,14169
0,0,3946
0,382,22957
0,245,16500
0,0,535
0,511,221317
0,0,13272
0,0,2152
0,127,19011
0,0,3049
0,147,22777
0,0,117115
0,0,0
0,0,1255
0,0,3408
0,581,43941
0,0,7353
0,201,33718
0,212,25826
0,581,232258
0,0,75506
0,174,36587
0,0,1973
0,0,897
0,0,11299
0,0,8071
0,0,897
0,0,3587
0,1706,99539
0,0,2870
0,140,10761
0,150,8609
0,0,0
0,0,29772
0,0,18294
0,0,8788
0,147,45555
0,0,533
0,170,33897
0,0,19011
0,0,17935
0,0,251807
0,0,12196
0,0,1793
0,1167,268128
0,0,1793
0,0,3408
0,111,17397
0,0,18832
0,0,808
0,0,11299
0,1101,351525
0,0,16141
0,0,47169
0,0,28337
0,207,31745
0,0,808
0,0,12734
0,0,1616
0,0,11299
0,0,6277
0,0,6636
0,0,2511
0,1178,455369
0,247,24212
0,0,1076
0,0,0
0,0,0
0,0,27620
67,2613,422189
0,0,8967
0,193,45555
0,318,36229
0,0,0
0,0,2152
0,0,19011
43,4120,128773
0,134,39816
0,0,0
0,546,27620
0,0,14527
0,0,24392
61,0,1973
0,0,8250
0,276,191904
0,0,11299
0,0,0
0,3205,928134
0,114,36767
0,0,18114
0,0,0
0,171,16321
0,0,7174
0,464,44837
0,0,0
0,117,11658
0,0,22239
0,1387,142942
0,0,2690
0,870,349732
0,140,7712
0,0,9685
0,0,15783
0,0,20446
0,0,2511
0,0,1076
0,167,4484
0,664,19908
0,405,259878
0,1844,137382
0,134,24750
0,322,82142
0,0,13989
0,0,0
0,0,19370
0,0,0
0,0,23315
0,0,13631
0,0,4484
0,0,9506
0,0,5022
0,223,15065
0,1198,418961
63,0,13093
0,0,12913
0,0,8967
0,151,5560
0,208,28337
76,683,162491
0,0,4304
0,0,3587
0,0,3587
0,0,28696
0,0,51832
0,0,0
0,475,32821
0,134,20446
0,0,1793
0,0,40892
0,1447,491239
0,0,2690
0,0,33359
0,0,4484
0,0,1076
0,464,32462
0,207,24930
0,0,2511
0,428,284628
0,0,3408
64,1123,329106
0,227,102767
0,320,242481
0,459,145453
0,0,12375
0,765,39457
0,0,68870
0,0,17397
0,0,40174
0,0,12375
0,0,27261
0,136,67256
0,0,1973
66,0,15603
0,3054,309378
0,0,2690
0,0,81604
0,0,1076
0,0,1435
0,214,115501
0,0,808
0,0,47169
0,123,10402
0,0,10582
0,0,9147
0,0,56495
0,109,7891
61,139,22777
0,116,23674
0,0,14707
77,134,20984
0,123,4663
0,256,12016
0,704,203024
0,11072,488010
0,348,19908
0,0,17935
0,0,7891
0,0,7174
0,124,6636
0,186,17038
72,639,187958
0,173,15065
0,0,31027
0,0,7174
0,0,1614
0,459,144376
0,0,0
0,259,19728
0,0,0
0,172,22777
0,114,33359
0,123,12554
0,288,61696
0,0,66718
0,0,5739
75,1928,297720
0,231,15962
0,193,102229
0,112,158366
0,298,121061
0,0,2870
0,0,7891
0,0,7533
0,0,8429
0,0,2332
0,1582,211094
0,256,30131
0,1117,257187
0,0,2511
0,0,17756
76,0,2690
0,0,7174
0,240,121061
0,429,26006
0,0,4304
0,0,5919
0,1822,227595
68,906,42506
0,0,808
0,0,22239
0,0,8071
0,0,13451
0,0,1076
0,588,129670
0,128,12554
0,341,20805
0,0,68153
0,0,808
0,17530,1760496
0,133,17935
0,0,1076
0,0,12554
40,0,4484
0,96815,4023708
0,2800,767437
0,0,897
0,0,19190
0,0,1076
0,0,7533
0,630,50039
0,0,12016
0,0,26185
0,104,3408
0,0,3228
0,2525,255573
0,0,0
0,0,46990
0,1695,982298
0,0,2690
0,529,52370
0,233,22060
0,0,2155
0,0,11478
0,0,18652
0,0,3049
0,155,14169
0,0,1076
0,0,1973
0,0,1793
0,618,54702
0,0,23136
0,0,20984
0,0,2332
0,0,7353
0,337,16321
0,0,9864
0,0,15424
0,0,10582
0,402,41609
0,152,66539
0,199,23674
0,31606,4000751
0,0,7533
81,1422,244812
0,0,51653
0,206,5919
0,0,0
0,166,17218
0,0,23315
0,0,0
0,0,4484
0,0,539
0,424,104202
0,0,2332
0,0,8788
0,0,4842
0,0,7174
0,0,10223
0,0,5380
0,0,5560
0,0,897
0,0,0
0,0,0
0,0,0
0,0,0
0,0,3587
0,1363,156034
63,128,18473
69,0,2870
0,0,0
0,197,49859
0,0,11478
0,894,294671
0,0,1973
0,0,15245
0,0,20446
0,2526,69050
0,0,124648
0,0,6098
0,346,15783
0,0,1255
61,0,4304
0,0,2332
0,0,3228
0,0,7712
0,0,0
0,0,4663
66,1623,114066
0,0,3946
0,162,11658
0,0,3049
0,1627,184909
0,260,4484
0,0,0
0,0,13451
0,157,7353
0,159,9864
0,0,5201
0,0,717
0,123,17756
0,0,15603
0,0,14886
0,293,46452
0,145,4842
0,0,7533
0,0,13093
0,0,12375
0,0,6098
0,550,215040
0,541,26006
83,0,7353
0,222,24392
0,0,19190
0,156,31566
0,406,56316
0,0,0
0,959,179350
0,0,11658
0,782,120882
0,101,104381
0,652,29055
0,0,14348
0,0,0
0,119,60800
0,0,1076
68,0,10044
0,0,38740
0,0,1435
0,0,8609
0,0,11478
0,0,7353
0,0,28337
0,0,717
0,0,10940
0,5204,235307
0,0,9147
0,0,10940
0,0,22777
0,0,717
0,0,0
0,181,11120
0,0,4484
0,0,2332
0,0,18473
0,0,2870
0,0,4304
0,114,6277
0,133,15424
0,0,3946
0,0,5919
0,219,110838
0,0,897
0,0,9864
0,0,10223
0,843,62772
0,0,19190
0,0,0
0,158,34256
67,0,4663
0,10092,2047096
0,980,376096
0,0,4842
0,0,6277
0,0,4842
80,1358,0
0,0,19370
0,0,535
0,0,717
0,337,51115
0,181,121240
0,0,535
0,269,27799
76,3480,458776
59,0,8788
69,306,19549
0,112,3946
0,0,0
0,0,2511
0,235,3946
0,0,210018
0,187,6636
0,0,4842
0,0,0
0,0,897
0,0,10940
0,0,13810
0,102,15603
0,0,717
0,120,2511
0,0,4842
0,0,10940
0,0,8967
0,666,34435
0,205,110838
0,208,115322
0,0,717
81,700,40712
0,0,4304
0,0,21522
0,0,0
0,220,89137
0,0,897
0,161,6457
66,208,68332
0,264,128414
0,0,367487
0,0,9147
0,0,1435
80,0,7353
0,160,57571
0,256,8967
0,346,258801
0,169,46810
0,0,538
0,0,803
0,103,5560
0,0,9506
0,124,86088
0,6166,129670
74,0,5919
0,0,4304
0,385,33180
0,0,30310
0,0,24930
0,0,8609
0,107,16500
0,453,133077
0,0,16321
0,578,193160
0,180,52908
0,161,86267
0,6431,492494
0,281,8609
0,1604,158007
0,0,6636
0,0,17038
0,378,175763
0,1693,267769
0,0,4304
0,0,14527
0,0,46990
0,0,42865
0,329,8250
69,343,28158
0,0,5739
59,109,12196
77,2937,239432
0,562,28337
0,195,37305
0,0,7712
0,0,717
0,105,9147
0,0,1614
56,0,2870
0,0,2332
0,0,7533
0,272,167513
0,0,2152
0,0,17218
0,0,2152
0,126,17038
63,0,6277
0,0,114784
0,0,8788
0,0,13093
0,0,3766
72,1659,218806
0,122,4304
0,0,2870
0,0,717
0,3974,229567
0,946,135768
0,0,0
0,0,1614
0,0,2690
0,0,5560
0,0,20087
0,0,3946
0,344,126980
0,0,8071
0,0,0
0,0,5919
0,0,1435
0,112,6815
0,0,1793
0,0,1614
0,0,2511
0,0,22777
0,565,33538
0,0,6815
0,0,17576
0,216,13093
0,0,13810
0,1430,530516
0,166,10223
0,0,533
0,1440,134512
0,0,4484
0,0,5739
0,455,17218
0,0,0
0,2562,297362
90,132,3946
0,0,16141
0,2689,80169
0,0,2690
0,0,7712
0,0,8967
0,111,6457
69,423,102588
0,237,1614
73,378,30131
0,0,3766
0,0,0
0,0,9685
0,0,8788
0,0,1347
0,0,9685
0,0,11478
0,0,1435
68,5803,320139
65,364,27082
0,0,17397
0,891,181143
0,0,2332
0,1706,188317
0,0,1435
0,678,147246
0,0,1255
0,1228,119267
90,114,3228
0,102,127338
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,12196
0,0,2152
